iter	Logloss
304	0.04584068608
305	0.045762537
306	0.04564014695
307	0.04554958641
308	0.04542105201
309	0.04534802072
310	0.04531386281
311	0.04515047612
312	0.0450943452
313	0.04505188809
314	0.0449841447
315	0.04489227331
316	0.04482462193
317	0.04475081988
318	0.04470022917
319	0.04464282499
320	0.04455287721
321	0.04447739845
322	0.04438245484
323	0.0443117422
324	0.04424978249
325	0.04421707668
326	0.04411000726
327	0.04391817853
328	0.04384438315
329	0.04375761325
330	0.0436963147
331	0.0436428906
332	0.04357182476
333	0.04344740454
334	0.04336024125
335	0.04328759236
336	0.04323464506
337	0.04308718637
338	0.042863574
339	0.04276807929
340	0.04271663823
341	0.04258923424
342	0.04252156324
343	0.04247209698
344	0.04240400867
345	0.04230173362
346	0.04223966402
347	0.04217140614
348	0.04213742099
349	0.04208960379
350	0.04200556879
351	0.0418952499
352	0.04183540089
353	0.04176249788
354	0.04166104481
355	0.04156311633
356	0.04149714296
357	0.04145900115
358	0.04140114037
359	0.04134295745
360	0.04124064895
361	0.04120284251
362	0.04115405597
363	0.04105346847
364	0.04096139347
365	0.04087619374
366	0.04084991852
367	0.04072411432
368	0.04063391994
369	0.04057447899
370	0.04053937183
371	0.04047666558
372	0.04042657067
373	0.04035813589
374	0.04032797484
375	0.04027176622
376	0.04018762628
377	0.04003599308
378	0.03996353449
379	0.03991770908
380	0.03984228728
381	0.03977437158
382	0.03969344476
383	0.03961966882
384	0.03952619105
385	0.03945277481
386	0.03937901298
387	0.03929134917
388	0.03919963943
389	0.03913577441
390	0.03905162609
391	0.03896463024
392	0.0388858775
393	0.03884258042
394	0.03879975237
395	0.03871327083
396	0.03866759314
397	0.03860128861
398	0.03853740678
399	0.03846711781
400	0.03839213383
401	0.03834871057
402	0.03829638133
403	0.0382386597
404	0.03815693356
405	0.03808773484
406	0.03802519497
407	0.03795896135
408	0.03791676837
409	0.03782857194
410	0.03774797823
411	0.03765571984
412	0.03761584978
413	0.0375375381
414	0.03747662061
415	0.03740038522
416	0.03734529424
417	0.03730709611
418	0.03723658353
419	0.03717846433
420	0.03714245303
421	0.03707534829
422	0.03705465073
423	0.03698080287
424	0.03690826544
425	0.03686798054
426	0.03684888358
427	0.03682103308
428	0.03678913308
429	0.03673651999
430	0.03670157373
431	0.03662314812
432	0.03659405648
433	0.03654920931
434	0.0364897988
435	0.0364353475
436	0.03635657153
437	0.03626014685
438	0.03621040645
439	0.03616894357
440	0.03611059209
441	0.03607976245
442	0.03600820059
443	0.03597614699
444	0.03594575495
445	0.03589198357
446	0.03583499548
447	0.03579526874
448	0.03574711085
449	0.03572437385
450	0.03569549883
451	0.03565442419
452	0.03555803671
453	0.03547927499
454	0.03541976538
455	0.03533364227
456	0.03527688525
457	0.03521596544
458	0.03513464578
459	0.03507796221
460	0.03501193439
461	0.03494682795
462	0.03492018987
463	0.03489562812
464	0.03486681739
465	0.03480951333
466	0.03475122563
467	0.03469477421
468	0.03468012525
469	0.0346262118
470	0.03457289758
471	0.03455304074
472	0.03448274937
473	0.03442914715
474	0.03437588551
475	0.03430993612
476	0.03427068759
477	0.03422058249
478	0.03418812093
479	0.03414063781
480	0.034122056
481	0.034056438
482	0.03397570929
483	0.03390686404
484	0.03383755719
485	0.03380453128
486	0.03375388405
487	0.03370609904
488	0.03368467709
489	0.03366440565
490	0.03364064403
491	0.033590754
492	0.03354329983
493	0.03351011477
494	0.03347079364
495	0.03344860126
496	0.03342951953
497	0.0333680999
498	0.03332314049
499	0.03327090233
500	0.03322648722
501	0.03318044188
502	0.03312609293
503	0.03307107184
504	0.03302878513
505	0.03300331906
506	0.03298102374
507	0.03294323959
508	0.03289354554
509	0.03287574817
510	0.03280187645
511	0.03277032854
512	0.03273412399
513	0.03268725648
514	0.03264575456
515	0.03262415288
516	0.03260075323
517	0.03256233633
518	0.03251195402
519	0.03249899576
520	0.03247487924
521	0.03242968492
522	0.03240634794
523	0.03238384349
524	0.03234328425
525	0.03229683358
526	0.03226158708
527	0.03223986291
528	0.03220317511
529	0.03216372379
530	0.03210891624
531	0.03204900924
532	0.03201827049
533	0.03199733539
534	0.03197716838
535	0.03193698081
536	0.03188929777
537	0.03185690187
538	0.03182680461
539	0.03178048863
540	0.03171745752
541	0.03166545697
542	0.03163144383
543	0.03156277159
544	0.03154322919
545	0.03152434506
546	0.03146735739
547	0.03142758789
548	0.03136912995
549	0.03134545779
550	0.03131033709
551	0.03126154662
552	0.0312102575
553	0.03115630881
554	554	0.03070878188
555	0.03068458047
556	0.03064178298
557	0.03062857884
558	0.03057597291
559	0.03053649105
560	0.03052132646
561	0.0304912085
562	0.03043913489
563	0.03040787047
564	0.0303483169
565	0.03033143816
566	0.03030430311
567	0.030282030568568	0.030229946569	0.03060258913
570	0.03056344601
571	0.03053380262
572	0.03048970301
573	0.03045290579
574	0.03043307636
575	0.03040631454
576	0.03034015941
577	0.03029726553
578	0.03026883116
579	0.03025301398
580	0.03023589274
581	0.03020514386
582	0.0301705195
583	0.03014505735
584	0.03008513497
585	0.03004321138
586	0.03002539224
587	0.02998294267
588	0.02994204446
589	0.0299080365
590	0.02986139368
591	0.02982131273
592	0.02977268285
593	0.02975747074
594	0.02971352594
595	0.02968934086
596	0.02967219087
597	0.02960229923
598	0.02956356906
599	0.02952442056
600	0.02949310947
601	0.02945097481
602	0.02941489992
603	0.02938991406
604	0.02934273756
605	0.02931771383
606	0.02927696164
607	0.02926278363
608	0.02923385755
609	0.02919918361
610	0.02916255493
611	0.02912785404
612	0.02910835766
613	0.02907352403
614	0.02904792546
615	0.02902251342
616	0.02899317469
617	0.02897140366
618	0.02895256352
619	0.02892762423
620	0.02888141549
621	0.02887085966
622	0.02880849716
623	0.02879514761
624	0.02877290776
625	0.02874614374
626	0.02868035102
627	0.02866712528
628	0.02865423872
629	0.02863115294
630	0.02858543278
631	0.02855728324
632	0.02853659634
633	0.02849516591
634	0.02848018182
635	0.02846139148
636	0.02839259231
637	0.02835087737
638	0.02831532554
639	0.02829532711
640	0.02825773623
641	0.02823070232
642	0.02821874795
643	0.02816641663
644	0.02813213813
645	0.02809133415
646	0.02806617046
647	0.02803753001
648	0.02801287433
649	0.0279875968
650	0.02795608636
651	0.02792890265
652	0.02788029999
653	0.02786083726
654	0.02784942076
655	0.02781841555
656	0.02779686208
657	0.02777363011
658	0.02775800523
659	0.02771235959
660	0.02770131337
661	0.02766720783
662	0.02765357704
663	0.02762424895
664	0.02759905012
665	0.02757738396
666	0.02755701321
667	0.02754032426
668	0.02752168695
669	0.02745916087
670	0.02742977767
671	0.02741815615
672	0.0273903369
673	0.02735441985
674	0.02733965683
675	0.02731265132
676	0.02729794514
677	0.02725359504
678	0.02722587553
679	0.02721559468
680	0.02718235228
681	0.02715838836
682	0.02709861184
683	0.02707581761
684	0.02705052226
685	0.02703642138
686	0.02702254413
687	0.02699422396
688	0.02697749191
689	0.02696567503
690	0.0269311272
691	0.02691351582
692	0.02690379695
693	0.02686454273
694	0.02682927645
695	0.02678882717
696	0.02675959212
697	0.02673913656
698	0.026698	0.026699	0.026699	0.026700	0.026700	0.026701	0.026701	0.026702	0.026702	0.026703	0.026703	0.026704	0.02658794395
705	0.026705	0.026706	0.02650891111
707	0.02648577771
708	0.02708	0.0266709	0.02709	0.0266710	0.02642689747
711	0.02640934349
712	0.02639044478
713	0.0263772319
714	0.0263607885
715	0.02633942446
716	0.0263150632
717	0.02630297931
718	0.02628675821
719	0.02624062217
720	0.02620668973
721	0.02618758653
722	0.02616722	0.0723	0.02613919855
724	0.0261724	0.02725	0.0260725	0.02726	0.02604230357
727	0.026727	0.026728	0.026728	0.026729	0.026729	0.026730	0.025730	0.026731	0.02731	0.0261732	0.02732	0.0261733	0.02733	0.02610120626
734	0.02607068889
735	0.02606286228
736	0.02604535233
737	0.02603111401
738	0.02601920774
739	0.02599519892
740	0.02597213461
741	0.02594907721
742	0.02591526233
743	0.02589871936
744	0.02587308541
745	0.02584016396
746	0.02577871112
747	0.02575392349
748	0.02571912018
749	0.02570331613
750	0.02565553421
751	0.02564232681
752	0.02562061091
753	0.02561316581
754	0.02558571928
755	0.02557195133
756	0.02554693775
757	0.02550207131
758	0.02544452217
759	0.0254374246
760	0.0254051859
761	0.0253904462
762	0.02535122349
763	0.02533263861
764	0.02532584334
765	0.02531262208
766	0.02530313585
767	0.02528920785
768	0.02526852389
769	0.02525044131
770	0.02522069833
771	0.02520024163
772	0.02517950154
773	0.025159403
774	0.02515775	0.02485761494
776	0.024834378
777	0.02480236848
778	0.02479299245
779	0.02477599141
780	0.02471404789
781	0.02469881752
782	0.02468431961
783	0.02466071994
784	0.02464092364
785	0.0246328967
786	0.02460643631
787	0.02456632074
788	0.02453805635
789	0.0245264546
790	0.02450049533
791	0.02448063087
792	0.02447144775
793	0.02445186386
794	0.02443964641
795	0.02439418216
796	0.0243704669
797	0.02436172821
798	0.02431309502
799	0.02430479128
800	0.02427857995
801	0.0242479664
802	0.02421459533
803	0.02418764407
804	0.02417830189
805	0.0241548622
806	0.02414596257
807	0.02411730978
808	0.02409237028
809	0.02407252561
810	0.02404681198
811	0.024026811	0.02430702951
812	0.02429008859
813	0.02427729916
814	0.02425085474
815	0.02423315952
816	0.02420621094
817	0.0241738163
818	0.02415791373
819	0.02412580437
820	0.02410336071
821	0.02408775219
822	0.02406481366
823	0.0240465062
824	0.02403665323
825	0.0240169503
826	0.02401180405
827	0.02400248588
828	0.02398365953
829	0.02397099917
830	0.02393330484
831	0.02392581591
832	0.02389420017
833	0.0238623711
834	0.02384233207
835	0.02383183445
836	0.02381754963
837	0.02380566875
838	0.02379349553
839	0.02376424645
840	0.0237525416
841	0.02374111323
842	0.02373051775
843	0.02369447147
844	0.02367289187
845	0.02365692995
846	0.0236456081
847	0.0236130183
848	0.02359397418
849	0.02355919805
850	0.02354677302
851	0.02353547907
852	0.02351114163
853	0.02348325612
854	0.02347656572
855	0.02346050804
856	0.02345584047
857	0.02345429436
858	0.02343803496
859	0.02342098344
860	0.0234041628
861	0.02336014242
862	0.02334452812
863	0.02333464176
864	0.02330402481
865	0.02329232252
866	0.02327554569
867	0.02326477834
868	0.02324914639
869	0.02323313964
870	0.02322272111
871	0.02320634161
872	0.02317330517
873	0.02314724914
874	0.02314079961
875	0.02310250179
876	0.02307509136
877	0.02304647204
878	0.02299279184
879	0.02296887768
880	0.02294344008
881	0.02294343193
882	0.02291979534
883	0.02289664841
884	0.0228817996
885	0.0228527602
886	0.02283741779
887	0.02282029332
888	0.02279732274
889	0.02278807654
890	0.02277668626
891	0.02273495464
892	0.02267826385
893	0.02265992446
894	0.02263290291
895	0.02261889819
896	0.02259424472
897	0.0225788129
898	0.02256899269
899	0.02253124772
900	0.02252082741
901	0.02248659155
902	0.0224771129
903	0.02246087197
904	0.0224250755
905	0.02240161158
906	0.02236686021
907	0.02231671933
908	0.02229696675
909	0.02228358117
910	0.02225866725
911	0.02220993029
912	0.02219397082
913	0.02218620667
914	0.02216366669
915	0.02211263788
916	0.02206900031
917	0.02206083356
918	0.0220328367
919	0.0219888449
920	0.02198141864
921	0.02196482311
922	0.02193885563
923	0.02191439489
924	0.02190491029
925	0.02189578253
926	0.02188194177
927	0.02187163754
928	0.02185036802
929	0.0218169622
930	0.02180373443
931	0.02179158669
932	0.02178681901
933	0.02176702618
934	0.02172961168
935	0.02171452008
936	0.02169184379
937	0.02168656211
938	0.02168211074
939	0.02165185257
940	0.02161934955
941	0.02160975874
942	0.02158550364
943	0.02156078963
944	0.02153490766
945	0.02152600312
946	0.02151361516
947	0.02149487854
948	0.02143090841
949	0.0214151205
950	0.02140805373
951	0.02137011144
952	0.02135998379
953	0.02135235254
954	0.02134466008
955	0.02132638955
956	0.02130475917
957	0.02128056327
958	0.02126001581
959	0.02125056678
960	0.0212174478
961	0.0212012548
962	0.02117940297
963	0.02116397723
964	0.02114877767
965	0.02114695197
966	0.02114195717
967	0.02110798924
968	0.02108495535
969	0.02107199501
970	0.02104878537
971	0.02103832712
972	0.0210283968
973	0.02100769644
974	0.02097764622
975	0.02096777866
976	0.02095722205
977	0.02093791865
978	0.02092625566
979	0.02091358939
980	0.02089163808
981	0.02087632791
982	0.02086531802
983	0.02084144553
984	0.02078715258
985	0.02077276256
986	0.02074488085
987	0.02074487712
988	0.02072320028
989	0.02071435661
990	0.02070603764
991	0.02068297472
992	0.02062954472
993	0.02061427684
994	0.02058602926
995	0.0205778254
996	0.02054788697
997	0.02052418674
998	0.0205095242
999	0.0204996932
